Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Treadmill Running,2019-09-11 17:25:23,false,"Treadmill Running","2.35","177","00:20:48","175","194","3.7","175","187","8:51","8:21","--","--","0.99","0.0","0.0","0.0","0.0","0.0","20:48","0:00","0.0","0:00","No","00:00.77","10","0.0"
Running,2019-09-09 17:04:09,false,"Washington Running","4.39","342","00:40:01","158","177","3.9","173","194","9:06","8:02","229","228","1.02","0.0","0.0","0.0","0.0","0.0","40:01","0:00","0.0","0:00","No","03:28.32","5","0.0"
Running,2019-09-07 10:11:09,false,"Washington Running","6.51","510","01:01:33","154","176","4.0","173","189","9:27","8:20","180","329","0.99","0.0","0.0","0.0","0.0","0.0","1:01:33","0:00","0.0","0:00","No","00:15.74","8","0.0"
Running,2019-09-06 18:14:10,false,"Washington Running","3.39","239","00:30:07","147","186","3.1","171","191","8:53","7:25","171","169","1.06","0.0","0.0","0.0","0.0","0.0","30:07","0:00","0.0","0:00","No","03:16.34","4","0.0"
Running,2019-09-04 05:33:14,false,"Washington Running","3.39","203","00:30:05","138","158","2.4","171","193","8:53","7:44","203","189","1.06","0.0","0.0","0.0","0.0","0.0","30:05","0:00","0.0","0:00","No","03:26.85","4","0.0"
Running,2019-08-14 20:36:29,false,"Washington Running","3.24","258","00:31:00","156","182","3.5","173","194","9:35","7:47","210","180","0.97","0.0","0.0","0.0","0.0","0.0","31:00","0:00","0.0","0:00","No","02:05.53","4","0.0"
Running,2019-08-12 05:24:43,false,"Washington Running","3.85","243","00:35:08","139","189","3.0","176","202","9:07","7:56","217","215","1.01","0.0","0.0","0.0","0.0","0.0","35:08","0:00","0.0","0:00","No","07:38.95","4","0.0"
Running,2019-08-10 19:34:02,false,"Washington Running","6.01","427","00:53:14","152","174","3.6","172","191","8:52","8:00","332","313","1.05","0.0","0.0","0.0","0.0","0.0","53:14","0:00","0.0","0:00","No","00:02.27","7","0.0"
Treadmill Running,2019-08-07 17:38:36,false,"Treadmill Running","4.51","344","00:40:48","153","176","3.6","169","187","9:03","8:21","--","--","0.99","0.0","0.0","0.0","0.0","0.0","40:48","0:00","0.0","0:00","No","02:15.08","5","0.0"
Treadmill Running,2019-08-05 17:21:07,false,"Treadmill Running","3.20","244","00:28:32","154","198","3.4","172","191","8:55","8:00","--","--","0.96","0.0","0.0","0.0","0.0","0.0","28:32","0:00","0.0","0:00","No","08:57.90","3","0.0"
Treadmill Running,2019-08-04 16:44:16,false,"Treadmill Running","2.00","118","00:16:41","136","149","2.2","174","193","8:20","7:35","--","--","1.00","0.0","0.0","0.0","0.0","0.0","16:41","0:00","0.0","0:00","No","07:39.53","2","0.0"
Running,2019-07-29 05:51:19,false,"Washington Running","5.01","339","00:46:22","143","173","3.1","175","206","9:16","7:49","259","249","1.00","0.0","0.0","0.0","0.0","0.0","46:22","0:00","0.0","0:00","No","00:02.96","6","0.0"
Running,2019-07-27 20:26:49,false,"Washington Running","3.01","243","00:27:38","155","187","3.3","174","211","9:12","8:20","207","190","1.00","0.0","0.0","0.0","0.0","0.0","27:38","0:00","0.0","0:00","No","00:02.82","4","0.0"
Running,2019-07-27 09:29:17,false,"Washington Running","5.15","343","00:46:47","144","168","2.9","170","189","9:05","8:02","252","166","1.03","0.0","0.0","0.0","0.0","0.0","46:47","0:00","0.0","0:00","No","01:24.51","6","0.0"
Running,2019-07-24 19:13:35,false,"Washington Running","5.59","483","00:50:07","166","190","4.9","170","189","8:58","7:54","304","293","1.05","0.0","0.0","0.0","0.0","0.0","50:07","0:00","0.0","0:00","No","05:25.77","6","0.0"
Running,2019-07-22 05:14:50,false,"Washington Running","5.01","360","00:45:09","145","172","3.1","171","189","9:01","7:30","283","282","1.04","0.0","0.0","0.0","0.0","0.0","45:09","0:00","0.0","0:00","No","00:02.32","6","0.0"
Running,2019-07-19 06:24:39,false,"Washington Running","2.01","146","00:18:03","143","171","2.6","174","185","9:00","7:58","129","114","1.03","0.0","0.0","0.0","0.0","0.0","18:03","0:00","0.0","0:00","No","00:02.45","3","0.0"
Running,2019-07-08 20:37:48,false,"Washington Running","3.39","213","00:30:13","136","172","2.3","169","193","8:56","7:53","208","184","1.07","0.0","0.0","0.0","0.0","0.0","30:13","0:00","0.0","0:00","No","03:21.07","4","0.0"
Treadmill Running,2019-07-06 10:59:56,false,"Treadmill Running","3.34","243","00:31:20","142","164","2.9","161","177","9:23","8:38","--","--","0.99","0.0","0.0","0.0","0.0","0.0","31:20","0:00","0.0","0:00","No","01:11.60","4","0.0"
Treadmill Running,2019-06-17 17:52:20,false,"Treadmill Running","3.55","275","00:30:01","157","173","3.5","168","191","8:27","8:13","--","--","1.02","0.0","0.0","0.0","0.0","0.0","30:01","0:00","0.0","0:00","No","01:54.49","4","0.0"
Running,2019-06-10 18:11:47,false,"Washington Running","3.12","177","00:25:55","134","150","2.1","173","199","8:18","7:19","196","189","1.12","0.0","0.0","0.0","0.0","0.0","25:55","0:00","0.0","0:00","No","00:56.45","4","0.0"
Running,2019-06-08 19:13:46,false,"Washington Running","5.01","438","00:46:27","160","196","4.3","175","194","9:17","7:59","247","250","0.99","0.0","0.0","0.0","0.0","0.0","46:27","0:00","0.0","0:00","No","00:04.05","6","0.0"
Running,2019-06-03 18:16:32,false,"Washington Running","3.51","277","00:30:02","153","179","3.3","177","216","8:34","7:21","199","196","1.06","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","04:18.02","4","0.0"
Running,2019-06-01 06:54:58,false,"Orange County Running","3.57","276","00:30:03","154","190","3.4","181","197","8:25","7:47","7","10","1.06","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","04:41.27","4","0.0"
Running,2019-05-30 06:55:15,false,"Orange County Running","3.51","279","00:30:04","153","168","3.3","179","202","8:34","7:40","7","10","1.05","0.0","0.0","0.0","0.0","0.0","30:04","0:00","0.0","0:00","No","04:12.30","4","0.0"
Running,2019-05-28 07:35:51,false,"Orange County Running","3.58","230","00:30:05","139","168","2.5","177","202","8:24","7:54","7","10","1.08","0.0","0.0","0.0","0.0","0.0","30:05","0:00","0.0","0:00","No","04:42.79","4","0.0"
Running,2019-05-25 07:22:37,false,"Henry County Running","3.43","246","00:30:02","144","159","3.0","175","205","8:45","7:44","140","147","1.05","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","03:49.21","4","0.0"
Running,2019-05-23 05:23:40,false,"Washington Running","3.50","246","00:30:20","144","159","2.9","177","194","8:40","7:32","190","187","1.05","0.0","0.0","0.0","0.0","0.0","30:20","0:00","0.0","0:00","No","04:16.87","4","0.0"
Running,2019-05-21 17:52:22,false,"Washington Running","3.56","194","00:30:02","129","146","2.0","174","216","8:26","7:36","190","187","1.10","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","04:32.30","4","0.0"
Treadmill Running,2019-05-13 17:24:41,false,"Treadmill Running","3.50","284","00:30:04","163","192","3.7","174","191","8:35","7:53","--","--","1.04","0.0","0.0","0.0","0.0","0.0","30:04","0:00","0.0","0:00","No","03:23.17","4","0.0"
Running,2019-05-08 08:46:43,false,"Washington Running","3.55","218","00:30:02","138","162","2.5","180","202","8:27","7:25","207","202","1.06","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","04:32.10","4","0.0"
Running,2019-05-06 17:48:06,false,"Washington Running","3.57","183","00:30:04","128","149","2.0","174","191","8:25","7:34","177","178","1.10","0.0","0.0","0.0","0.0","0.0","30:04","0:00","0.0","0:00","No","04:39.54","4","0.0"
Running,2019-05-04 11:28:11,false,"Washington Running","3.47","259","00:30:02","153","177","3.4","173","195","8:39","7:34","85","161","1.08","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","03:46.46","4","0.0"
Running,2019-04-28 08:01:26,false,"Fairfax County Running","10.06","849","01:32:36","163","191","5.0","168","239","9:12","7:40","176","261","1.04","0.0","0.0","0.0","0.0","0.0","1:32:36","0:00","0.0","0:00","No","00:34.88","11","0.0"
Running,2019-04-15 05:48:10,false,"Washington Running","3.40","206","00:30:03","134","175","2.4","174","195","8:50","7:23","225","226","1.04","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","03:23.57","4","0.0"
Running,2019-04-13 17:18:05,false,"Washington Running","5.01","394","00:42:58","158","192","4.1","173","195","8:35","7:28","304","291","1.09","0.0","0.0","0.0","0.0","0.0","42:58","0:00","0.0","0:00","No","00:03.81","6","0.0"
Running,2019-04-07 07:43:26,false,"Washington Running","10.07","720","01:29:35","153","186","4.0","172","198","8:54","7:33","82","78","1.05","0.0","0.0","0.0","0.0","0.0","1:29:35","0:00","0.0","0:00","No","00:30.99","11","0.0"
Running,2019-03-28 19:31:37,false,"Washington Running","3.51","262","00:30:05","153","170","3.3","174","193","8:35","7:14","235","211","1.08","0.0","0.0","0.0","0.0","0.0","30:05","0:00","0.0","0:00","No","04:16.18","4","0.0"
Running,2019-03-26 19:04:02,false,"Washington Running","3.61","246","00:30:02","149","183","3.2","178","242","8:20","7:32","198","180","1.09","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","05:03.11","4","0.0"
Running,2019-03-24 19:39:33,false,"Washington Running","5.01","384","00:41:54","157","180","4.0","173","202","8:22","7:20","215","192","1.11","0.0","0.0","0.0","0.0","0.0","41:54","0:00","0.0","0:00","No","00:03.18","6","0.0"
Treadmill Running,2019-03-21 17:18:47,false,"Treadmill Running","3.51","246","00:30:27","145","174","3.1","171","197","8:40","7:29","--","--","1.05","0.0","0.0","0.0","0.0","0.0","30:27","0:00","0.0","0:00","No","03:44.65","4","0.0"
Running,2019-03-19 16:53:17,false,"Washington - Running","3.71","257","00:30:04","150","179","3.1","178","222","8:07","7:25","241","242","1.11","0.0","0.0","0.0","0.0","0.0","30:04","0:00","0.0","0:00","No","05:46.29","4","0.0"
Running,2019-03-15 17:36:36,false,"Washington - Running","3.55","202","00:30:01","133","155","2.1","173","195","8:27","7:26","215","203","1.10","0.0","0.0","0.0","0.0","0.0","30:01","0:00","0.0","0:00","No","04:45.09","4","0.0"
Running,2019-03-09 08:38:34,false,"Washington - Running","13.29","1,097","01:57:11","167","191","5.0","175","243","8:49","7:51","492","452","1.05","0.0","0.0","0.0","0.0","0.0","1:57:11","0:00","0.0","0:00","No","02:41.72","14","0.0"
Treadmill Running,2019-03-06 17:22:45,false,"Treadmill Running","2.00","152","00:17:16","151","174","2.8","174","191","8:38","7:51","--","--","1.04","0.0","0.0","0.0","0.0","0.0","17:16","0:00","0.0","0:00","No","08:34.75","2","0.0"
Running,2019-03-04 16:43:11,false,"Washington - Running","3.61","254","00:30:04","149","184","3.3","175","194","8:20","7:25","207","205","1.10","0.0","0.0","0.0","0.0","0.0","30:04","0:00","0.0","0:00","No","04:59.24","4","0.0"
Running,2019-03-02 16:24:00,false,"Washington - Running","1.50","98","00:12:37","140","157","2.2","175","198","8:24","7:45","103","105","1.10","0.0","0.0","0.0","0.0","0.0","12:37","0:00","0.0","0:00","No","04:00.11","2","0.0"
Running,2019-02-28 19:28:47,false,"Washington - Running","3.56","259","00:30:02","152","175","3.2","174","200","8:26","7:22","213","202","1.10","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","04:28.39","4","0.0"
Running,2019-02-17 13:26:56,false,"Washington Running","14.01","1,073","02:05:21","160","184","4.9","175","217","8:57","7:01","597","598","1.03","0.0","0.0","0.0","0.0","0.0","2:05:21","0:00","0.0","0:00","No","08:24.09","15","0.0"
Treadmill Running,2019-02-11 17:39:40,false,"Treadmill Running","3.24","247","00:30:04","148","181","3.1","173","187","9:17","8:17","--","--","1.00","0.0","0.0","0.0","0.0","0.0","30:04","0:00","0.0","0:00","No","08:55.15","4","0.0"
Running,2019-02-09 14:12:01,false,"Washington Running","8.01","603","01:10:00","156","188","4.3","177","198","8:45","7:34","376","372","1.04","0.0","0.0","0.0","0.0","0.0","1:10:00","0:00","0.0","0:00","No","08:11.61","9","0.0"
Treadmill Running,2019-02-06 18:35:59,false,"Treadmill Running","3.50","246","00:31:37","144","163","2.7","169","189","9:02","8:14","--","--","1.01","0.0","0.0","0.0","0.0","0.0","31:37","0:00","0.0","0:00","No","00:26.89","8","0.0"
Running,2019-02-04 18:34:17,false,"Washington Running","5.25","351","00:45:05","146","176","3.2","178","196","8:35","6:36","235","233","1.06","0.0","0.0","0.0","0.0","0.0","45:05","0:00","0.0","0:00","No","08:19.09","6","0.0"
Treadmill Running,2019-01-30 16:36:21,false,"Treadmill Running","3.50","240","00:30:36","147","160","2.8","174","197","8:44","7:49","--","--","1.02","0.0","0.0","0.0","0.0","0.0","30:36","0:00","0.0","0:00","No","00:51.74","8","0.0"
Running,2019-01-28 18:27:04,false,"Washington Running","5.80","432","00:50:15","157","172","3.8","174","202","8:40","7:29","286","273","1.07","0.0","0.0","0.0","0.0","0.0","50:15","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2019-01-26 09:40:18,false,"Washington Running","12.00","870","01:48:05","156","195","5.0","175","198","9:00","7:19","581","576","1.02","0.0","0.0","0.0","0.0","0.0","1:48:05","0:00","0.0","0:00","No","00:00.00","13","0.0"
Running,2019-01-18 18:55:33,false,"Washington Running","3.35","216","00:30:03","143","155","2.4","177","196","8:58","7:58","219","220","1.02","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","00:00.00","4","0.0"
Treadmill Running,2019-01-16 18:14:51,false,"Treadmill Running","4.01","264","00:35:28","146","175","3.0","175","193","8:51","8:26","--","--","0.96","0.0","0.0","0.0","0.0","0.0","35:28","0:00","0.0","0:00","No","00:00.00","10","0.0"
Treadmill Running,2019-01-15 16:45:06,false,"Treadmill Running","5.01","401","00:45:03","165","182","4.1","173","191","9:00","8:36","--","--","0.96","0.0","0.0","0.0","0.0","0.0","45:03","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2019-01-12 14:40:08,false,"Washington Running","11.01","752","01:40:17","155","182","3.9","178","202","9:07","7:12","654","639","0.99","0.0","0.0","0.0","0.0","0.0","1:40:17","0:00","0.0","0:00","No","00:00.00","12","0.0"
Running,2019-01-09 17:39:10,false,"Washington Running","4.28","337","00:37:33","167","187","4.3","178","217","8:47","7:23","204","202","1.03","0.0","0.0","0.0","0.0","0.0","37:33","0:00","0.0","0:00","No","00:00.00","10","0.0"
Running,2019-01-07 18:01:57,false,"Washington Running","5.42","391","00:50:06","151","175","3.6","174","200","9:15","7:59","302","281","1.00","0.0","0.0","0.0","0.0","0.0","50:06","0:00","0.0","0:00","No","00:00.00","6","0.0"
Treadmill Running,2019-01-02 05:25:39,false,"Treadmill Running","3.20","116","00:28:30","141","152","2.2","178","195","8:54","8:13","--","--","0.96","0.0","0.0","0.0","0.0","0.0","28:30","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2019-01-01 11:39:43,false,"Washington Running","5.00","391","00:45:28","162","193","4.2","176","202","9:05","8:04","259","257","1.01","0.0","0.0","0.0","0.0","0.0","45:28","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-12-29 08:35:47,false,"Washington Running","6.01","486","00:55:29","163","183","4.7","179","202","9:14","7:27","357","357","0.97","0.0","0.0","0.0","0.0","0.0","55:29","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-12-26 16:10:08,false,"Washington Running","3.40","244","00:30:07","160","183","3.7","177","200","8:51","7:26","207","198","1.03","0.0","0.0","0.0","0.0","0.0","30:07","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-12-22 14:13:38,false,"Washington Running","9.01","617","01:25:20","153","182","3.9","176","198","9:28","6:52","460","447","0.97","0.0","0.0","0.0","0.0","0.0","1:25:20","0:00","0.0","0:00","No","00:00.00","10","0.0"
Running,2018-12-21 17:40:14,false,"Washington Running","3.26","233","00:30:10","154","179","3.4","172","207","9:15","8:09","163","141","1.01","0.0","0.0","0.0","0.0","0.0","30:10","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-12-12 17:48:35,false,"Washington Running","5.26","452","00:50:15","171","197","5.0","181","198","9:34","7:56","255","236","0.93","0.0","0.0","0.0","0.0","0.0","50:15","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-12-10 06:36:33,false,"Washington Running","4.87","313","00:45:02","144","165","3.1","177","200","9:15","7:16","275","278","0.99","0.0","0.0","0.0","0.0","0.0","45:02","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-12-08 13:00:58,false,"Washington Running","3.36","195","00:30:04","137","161","2.3","174","202","8:56","8:00","193","193","1.03","0.0","0.0","0.0","0.0","0.0","30:04","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-11-28 18:01:10,false,"Washington Running","3.18","265","00:30:05","162","188","3.5","186","208","9:28","8:10","202","204","0.92","0.0","0.0","0.0","0.0","0.0","30:05","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-11-26 05:34:01,false,"Washington Running","3.18","207","00:30:03","140","155","2.4","180","202","9:27","7:58","211","208","0.95","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-11-22 08:01:02,false,"McDonough Running","6.05","473","00:57:45","156","175","3.8","178","217","9:33","8:32","124","135","0.95","0.0","0.0","0.0","0.0","0.0","57:45","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-11-20 08:35:50,false,"Henry County Running","3.13","213","00:30:02","143","160","2.6","175","200","9:36","8:16","122","121","0.96","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-11-18 13:59:32,false,"Washington Running","3.50","250","00:30:04","161","184","3.5","178","200","8:35","7:18","225","212","1.05","0.0","0.0","0.0","0.0","0.0","30:04","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-11-10 07:40:30,false,"Richmond Running","13.21","970","02:03:27","164","192","4.7","179","242","9:21","7:50","118","229","0.96","0.0","0.0","0.0","0.0","0.0","2:03:27","0:00","0.0","0:00","No","00:00.00","14","0.0"
Running,2018-11-07 18:24:22,false,"Washington Running","3.06","261","00:32:03","158","181","3.3","179","194","10:27","9:18","145","137","0.86","0.0","0.0","0.0","0.0","0.0","32:03","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-11-05 16:12:54,false,"Washington Running","4.39","329","00:40:02","159","182","3.5","179","198","9:07","8:13","289","268","0.99","0.0","0.0","0.0","0.0","0.0","40:02","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-11-03 16:35:58,false,"Washington Running","6.01","440","00:54:03","161","190","3.8","177","198","9:00","7:18","337","316","1.01","0.0","0.0","0.0","0.0","0.0","54:03","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-10-31 05:41:51,false,"Washington Running","4.02","306","00:36:58","163","190","3.6","179","195","9:12","8:11","220","216","0.98","0.0","0.0","0.0","0.0","0.0","36:58","0:00","0.0","0:00","No","00:00.00","9","0.0"
Running,2018-10-29 11:57:03,false,"Alexandria Running","3.11","257","00:30:54","161","176","3.2","172","194","9:56","8:30","14","15","0.94","0.0","0.0","0.0","0.0","0.0","30:54","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-10-28 11:57:54,false,"Washington Running","2.01","122","00:17:22","145","160","2.2","175","198","8:39","7:35","144","119","1.06","0.0","0.0","0.0","0.0","0.0","17:22","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-10-16 11:42:32,false,"Alexandria Running","3.20","236","00:30:06","160","189","3.3","178","198","9:25","8:32","19","17","0.96","0.0","0.0","0.0","0.0","0.0","30:06","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-10-13 09:26:02,false,"Washington Running","8.01","720","01:19:38","173","200","5.0","181","196","9:57","7:23","385","368","0.89","0.0","0.0","0.0","0.0","0.0","1:19:38","0:00","0.0","0:00","No","00:00.00","9","0.0"
Running,2018-10-12 16:16:02,false,"Washington Running","3.35","256","00:30:03","161","188","3.3","180","198","8:58","8:02","178","174","1.00","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-10-10 18:52:32,false,"Washington Running","4.16","291","00:38:09","152","177","3.2","176","193","9:11","7:35","162","161","1.00","0.0","0.0","0.0","0.0","0.0","38:09","0:00","0.0","0:00","No","00:00.00","10","0.0"
Running,2018-10-08 20:03:27,false,"Washington Running","4.71","352","00:45:05","156","176","3.3","172","187","9:34","8:17","255","239","0.98","0.0","0.0","0.0","0.0","0.0","45:05","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-10-06 10:33:25,false,"Washington Running","13.13","1,045","02:12:36","165","193","5.0","172","202","10:06","7:41","742","724","0.93","0.0","0.0","0.0","0.0","0.0","2:12:36","0:00","0.0","0:00","No","00:00.00","14","0.0"
Running,2018-10-05 18:27:58,false,"Washington Running","4.01","363","00:40:35","172","204","4.3","173","182","10:08","8:27","145","129","0.92","0.0","0.0","0.0","0.0","0.0","40:35","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-10-02 05:18:35,false,"Washington Running","5.30","295","00:50:01","135","179","2.7","176","202","9:27","7:46","206","196","0.97","0.0","0.0","0.0","0.0","0.0","50:01","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-09-29 07:58:42,false,"Kittitas County Running","5.01","349","00:59:06","136","171","2.3","171","193","11:48","7:59","372","281","0.80","0.0","0.0","0.0","0.0","0.0","59:06","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-09-28 11:10:17,false,"Seattle Running","3.75","310","00:39:56","155","180","3.3","170","233","10:39","8:59","214","273","0.89","0.0","0.0","0.0","0.0","0.0","39:56","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-09-22 09:00:16,false,"Arlington County Running","6.30","587","00:59:56","175","198","5.0","167","185","9:31","7:32","81","293","1.01","0.0","0.0","0.0","0.0","0.0","59:56","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-09-22 08:00:10,false,"Arlington County Running","3.12","209","00:25:18","151","173","3.0","173","209","8:07","6:36","47","251","1.14","0.0","0.0","0.0","0.0","0.0","25:18","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-09-18 07:10:08,false,"Henry County Running","3.22","244","00:30:04","150","174","3.1","174","192","9:20","8:36","107","106","0.99","0.0","0.0","0.0","0.0","0.0","30:04","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-09-15 08:27:09,false,"Henry County Running","3.88","273","00:35:05","150","175","3.2","173","193","9:02","7:01","187","201","1.03","0.0","0.0","0.0","0.0","0.0","35:05","0:00","0.0","0:00","No","00:00.00","10","0.0"
Running,2018-09-14 07:29:49,false,"Henry County Running","3.12","220","00:30:03","146","167","2.8","171","195","9:37","8:36","155","151","0.98","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-09-10 05:12:15,false,"Washington Running","5.26","396","00:50:04","158","184","4.1","175","193","9:31","8:24","315","302","0.97","0.0","0.0","0.0","0.0","0.0","50:04","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-09-03 18:30:48,false,"Washington Running","4.66","391","00:45:11","165","194","4.5","176","233","9:42","8:07","249","246","0.94","0.0","0.0","0.0","0.0","0.0","45:11","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-09-01 09:32:45,false,"Washington Running","6.01","475","00:57:51","159","193","4.4","176","191","9:38","8:10","340","330","0.95","0.0","0.0","0.0","0.0","0.0","57:51","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-08-31 07:31:27,false,"Washington Running","3.22","231","00:30:03","153","185","3.2","177","195","9:19","7:40","184","185","0.98","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-08-29 20:33:27,false,"Washington Running","6.01","544","01:02:04","168","195","4.9","174","202","10:20","7:27","295","284","0.89","0.0","0.0","0.0","0.0","0.0","1:02:04","0:00","0.0","0:00","No","00:00.00","7","0.0"
Treadmill Running,2018-08-27 12:46:37,false,"Treadmill Running","4.72","376","00:45:09","158","191","4.1","173","187","9:34","8:20","--","--","0.97","0.0","0.0","0.0","0.0","0.0","45:09","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-08-25 09:03:43,false,"Washington Running","9.01","650","01:27:45","151","190","4.2","174","196","9:45","7:37","765","741","0.95","0.0","0.0","0.0","0.0","0.0","1:27:45","0:00","0.0","0:00","No","00:00.00","10","0.0"
Running,2018-08-24 19:03:26,false,"Washington Running","4.27","320","00:40:02","156","182","3.9","168","179","9:23","8:10","246","247","1.01","0.0","0.0","0.0","0.0","0.0","40:02","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-08-22 18:54:54,false,"Washington Running","5.50","429","00:50:16","167","188","5.0","170","185","9:09","7:37","234","221","1.03","0.0","0.0","0.0","0.0","0.0","50:16","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-08-20 18:24:10,false,"Washington Running","5.05","333","00:45:04","153","174","3.9","171","184","8:55","6:57","279","270","1.06","0.0","0.0","0.0","0.0","0.0","45:04","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-08-15 19:13:25,false,"Washington Running","3.33","229","00:30:05","165","189","4.2","172","185","9:02","7:03","194","197","1.04","0.0","0.0","0.0","0.0","0.0","30:05","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-08-13 19:02:51,false,"Washington Running","3.32","252","00:30:07","157","207","--","174","190","9:04","1:09","218","218","1.02","0.0","0.0","0.0","0.0","0.0","30:07","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-08-10 18:51:15,false,"Washington Running","3.31","222","00:30:05","144","154","--","172","184","9:05","6:10","229","233","1.03","0.0","0.0","0.0","0.0","0.0","30:05","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-08-08 18:06:30,false,"Washington Running","3.37","253","00:30:05","162","181","--","174","192","8:56","6:33","231","233","1.04","0.0","0.0","0.0","0.0","0.0","30:05","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-08-05 19:58:37,false,"Washington Running","3.25","264","00:30:20","163","191","--","174","194","9:20","6:55","230","233","0.99","0.0","0.0","0.0","0.0","0.0","30:20","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-08-04 09:46:24,false,"Washington Running","6.33","538","01:00:04","165","186","--","174","244","9:29","6:06","399","391","0.97","0.0","0.0","0.0","0.0","0.0","1:00:04","0:00","0.0","0:00","No","00:00.00","7","0.0"
Treadmill Running,2018-07-30 12:01:41,false,"Treadmill Running","3.30","250","00:30:01","155","169","--","170","192","9:06","7:40","--","--","1.01","0.0","0.0","0.0","0.0","0.0","30:01","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-07-28 10:40:40,false,"Washington Running","0.61","43","00:05:58.8","134","146","--","178","190","9:50","7:42","50","33","0.92","0.0","0.0","0.0","0.0","0.0","5:58.8","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-07-27 16:38:55,false,"Washington Running","3.31","232","00:30:05","146","178","--","172","186","9:04","5:31","239","244","1.03","0.0","0.0","0.0","0.0","0.0","30:05","0:00","0.0","0:00","No","00:00.00","4","0.0"
