Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,2018-07-25 11:54:46,false,"Alexandria Running","3.11","236","00:30:10","150","164","--","168","184","9:42","7:19","38","40","0.99","0.0","0.0","0.0","0.0","0.0","30:10","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-07-23 18:16:36,false,"Washington Running","3.27","252","00:30:03","158","181","--","170","182","9:11","6:33","231","233","1.02","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-07-21 20:30:15,false,"Arlington County Running","3.20","197","00:26:17","145","167","--","176","200","8:13","6:13","54","56","1.11","0.0","0.0","0.0","0.0","0.0","26:17","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-07-13 16:47:50,false,"Washington Running","3.33","213","00:30:40","140","176","--","172","180","9:13","0:53","232","234","1.02","0.0","0.0","0.0","0.0","0.0","30:40","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-07-11 05:58:12,false,"Washington Running","10.01","780","01:35:01","161","183","--","172","184","9:30","3:37","346","547","0.99","0.0","0.0","0.0","0.0","0.0","1:35:01","0:00","0.0","0:00","No","00:00.00","11","0.0"
Running,2018-07-09 18:35:53,false,"Washington Running","3.38","283","00:30:03","173","184","--","170","180","8:54","4:53","253","263","1.07","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-07-07 19:02:57,false,"Washington Running","6.50","481","01:00:25","153","175","--","178","200","9:17","2:51","387","390","0.98","0.0","0.0","0.0","0.0","0.0","1:00:25","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-07-04 19:20:47,false,"Washington Running","3.28","251","00:30:02","155","192","--","176","194","9:09","4:01","238","241","0.99","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","00:00.00","4","0.0"
Treadmill Running,2018-07-02 16:39:36,false,"Treadmill Running","3.26","237","00:30:06","147","180","--","174","192","9:14","7:38","--","--","0.98","0.0","0.0","0.0","0.0","0.0","30:06","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-07-01 19:05:37,false,"Washington Running","3.22","254","00:30:02","155","170","--","176","194","9:19","3:06","241","243","0.98","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-06-30 15:40:46,false,"Washington Running","1.02","71","00:09:23.6","141","159","--","180","190","9:14","6:50","86","71","0.97","0.0","0.0","0.0","0.0","0.0","9:23.6","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-06-25 18:38:56,false,"Washington Running","3.40","191","00:30:03","130","146","--","182","214","8:50","6:55","242","238","1.00","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-06-23 07:10:12,false,"Washington Running","5.00","346","00:46:51","146","159","--","180","194","9:22","7:09","338","330","0.95","0.0","0.0","0.0","0.0","0.0","46:51","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-06-22 15:40:27,false,"Washington Running","3.44","226","00:30:04","149","169","--","182","194","8:45","5:23","252","254","1.01","0.0","0.0","0.0","0.0","0.0","30:04","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-06-20 05:56:15,false,"Washington Running","10.00","898","01:35:14","174","194","--","178","192","9:31","4:26","331","539","0.96","0.0","0.0","0.0","0.0","0.0","1:35:14","0:00","0.0","0:00","No","00:00.00","11","0.0"
Running,2018-06-18 05:30:16,false,"Washington Running","3.31","233","00:30:03","152","171","--","178","190","9:04","6:48","230","231","0.99","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-06-16 15:24:55,false,"Washington Running","3.01","318","00:30:08","187","199","--","170","184","10:01","7:37","237","241","0.94","0.0","0.0","0.0","0.0","0.0","30:08","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-06-16 13:34:49,false,"Washington Running","0.88","66","00:08:16.8","149","158","--","178","188","9:28","6:24","--","--","0.96","0.0","0.0","0.0","0.0","0.0","8:16.8","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-06-15 18:03:51,false,"Washington Running","4.55","338","00:40:02","158","190","--","174","194","8:48","6:28","317","318","1.05","0.0","0.0","0.0","0.0","0.0","40:02","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-06-08 16:51:58,false,"Washington Running","3.47","238","00:30:04","152","167","--","182","196","8:40","6:06","233","234","1.02","0.0","0.0","0.0","0.0","0.0","30:04","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-06-06 05:59:32,false,"Washington Running","10.00","928","01:35:40","174","207","--","182","214","9:34","4:50","338","544","0.92","0.0","0.0","0.0","0.0","0.0","1:35:40","0:00","0.0","0:00","No","00:00.00","11","0.0"
Running,2018-06-04 18:07:37,false,"Washington Running","3.28","261","00:30:01","158","179","--","186","200","9:08","3:16","230","231","0.95","0.0","0.0","0.0","0.0","0.0","30:01","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-06-03 10:16:43,false,"Savannah Running","3.17","194","00:30:01","132","149","--","184","194","9:28","5:46","10","10","0.92","0.0","0.0","0.0","0.0","0.0","30:01","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-06-01 08:10:18,false,"Washington Running","3.40","212","00:30:02","141","158","--","186","204","8:50","6:55","230","233","0.98","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-05-30 05:38:42,false,"Washington Running","3.36","256","00:30:04","164","183","--","186","196","8:56","5:34","232","234","0.97","0.0","0.0","0.0","0.0","0.0","30:04","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-05-28 14:46:20,false,"Washington Running","6.65","497","01:00:04","162","185","--","182","236","9:02","5:26","399","399","0.98","0.0","0.0","0.0","0.0","0.0","1:00:04","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-05-26 11:59:57,false,"Washington Running","5.00","383","00:46:46","158","194","--","176","190","9:21","3:17","266","434","0.97","0.0","0.0","0.0","0.0","0.0","46:46","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-05-23 06:03:08,false,"Washington Running","10.64","1,046","01:46:57","174","197","--","176","192","10:03","7:17","281","460","0.91","0.0","0.0","0.0","0.0","0.0","1:46:57","0:00","0.0","0:00","No","00:00.00","11","0.0"
Running,2018-05-21 12:04:51,false,"Alexandria Running","3.35","290","00:31:06","164","182","--","172","184","9:16","7:51","41","33","1.01","0.0","0.0","0.0","0.0","0.0","31:06","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-05-20 08:46:13,false,"Washington Running","6.35","385","00:56:42","141","160","--","174","190","8:56","7:11","120","117","1.03","0.0","0.0","0.0","0.0","0.0","56:42","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-05-16 12:03:56,false,"Alexandria Running","3.27","270","00:30:43","154","177","--","172","192","9:24","6:06","38","39","0.99","0.0","0.0","0.0","0.0","0.0","30:43","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-05-14 17:55:45,false,"Washington Running","3.41","240","00:30:03","145","157","--","172","184","8:48","4:36","226","229","1.06","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-05-11 18:37:07,false,"Washington Running","3.34","201","00:30:02","132","149","--","170","186","8:59","7:14","232","231","1.05","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-05-04 07:14:13,false,"Washington Running","3.47","214","00:30:03","136","168","--","182","200","8:40","5:07","242","233","1.02","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-04-30 12:24:20,false,"Alexandria Running","3.32","231","00:30:03","146","156","--","178","190","9:03","7:42","44","45","1.00","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-04-29 15:01:32,false,"Washington Running","5.01","390","00:42:50","166","195","--","182","194","8:33","6:39","333","328","1.04","0.0","0.0","0.0","0.0","0.0","42:50","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-04-27 11:55:55,false,"Alexandria Running","3.27","250","00:30:02","156","185","--","178","190","9:11","6:19","53","51","0.99","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-04-25 11:56:08,false,"Alexandria Running","3.27","236","00:30:02","150","164","--","176","190","9:10","3:54","33","34","0.99","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-04-24 12:29:20,false,"Alexandria Running","3.38","253","00:30:03","160","184","--","176","190","8:53","1:10","63","60","1.03","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-04-22 08:01:17,false,"Parkway Classic","10.07","838","01:30:09","170","202","--","178","248","8:57","7:02","277","363","1.01","0.0","0.0","0.0","0.0","0.0","1:30:09","0:00","0.0","0:00","No","00:00.00","11","0.0"
Running,2018-04-20 13:30:27,false,"Washington Running","3.46","256","00:30:01","155","194","--","178","190","8:40","5:19","239","238","1.05","0.0","0.0","0.0","0.0","0.0","30:01","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-04-18 12:12:43,false,"Alexandria Running","3.30","255","00:30:02","154","179","--","174","194","9:05","7:04","32","28","1.01","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-04-17 12:31:39,false,"Alexandria Running","3.25","231","00:30:03","144","155","--","176","192","9:15","5:33","48","49","0.99","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-04-15 10:27:25,false,"Washington Running","5.01","362","00:43:34","153","187","--","180","200","8:42","5:29","327","327","1.03","0.0","0.0","0.0","0.0","0.0","43:34","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-04-11 18:56:12,false,"Washington Running","3.38","273","00:30:02","164","191","--","178","194","8:53","5:03","221","222","1.02","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-04-10 11:38:09,false,"Alexandria Running","3.50","230","00:30:02","145","160","--","178","194","8:35","6:41","47","49","1.05","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-04-08 07:41:43,false,"Cherry Blossom 10 Miler - 1:34:01","10.14","854","01:34:05","165","177","--","176","194","9:16","6:55","125","125","0.99","0.0","0.0","0.0","0.0","0.0","1:34:05","0:00","0.0","0:00","No","00:00.00","11","0.0"
Running,2018-04-04 11:58:06,false,"Alexandria Running","3.51","260","00:30:02","155","188","--","182","196","8:34","6:56","42","44","1.03","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-04-02 18:24:12,false,"Washington Running","3.37","216","00:30:03","138","153","--","178","194","8:55","2:14","237","239","1.02","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-03-31 10:56:18,false,"Washington Running","5.01","437","00:43:46","171","199","--","180","242","8:44","6:15","340","342","1.03","0.0","0.0","0.0","0.0","0.0","43:46","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-03-30 17:37:32,false,"Washington Running","3.32","256","00:30:02","150","173","--","174","194","9:03","6:48","230","224","1.02","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-03-28 12:39:50,false,"Washington Running","3.67","229","00:30:01","140","161","--","182","196","8:11","5:59","253","256","1.08","0.0","0.0","0.0","0.0","0.0","30:01","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-03-26 17:54:22,false,"Washington Running","4.01","208","00:35:28","124","144","--","178","192","8:51","5:03","284","285","1.03","0.0","0.0","0.0","0.0","0.0","35:28","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-03-25 14:50:06,false,"Washington Running","6.25","336","00:59:03","128","148","--","178","214","9:27","4:50","393","395","0.96","0.0","0.0","0.0","0.0","0.0","59:03","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-03-23 16:26:20,false,"Washington Running","3.35","241","00:30:01","148","186","--","182","196","8:58","3:06","232","232","0.99","0.0","0.0","0.0","0.0","0.0","30:01","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-03-22 13:15:46,false,"Washington Running","3.61","205","00:30:04","138","153","--","184","198","8:20","5:59","232","235","1.06","0.0","0.0","0.0","0.0","0.0","30:04","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-03-19 18:02:06,false,"Washington Running","4.01","219","00:36:06","132","152","--","174","190","9:00","5:33","273","276","1.02","0.0","0.0","0.0","0.0","0.0","36:06","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-03-14 19:03:57,false,"Washington Running","3.40","279","00:30:02","173","188","--","180","198","8:50","3:29","239","238","1.01","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-03-12 17:06:47,false,"Washington Running","4.01","294","00:35:29","160","176","--","180","236","8:51","5:37","279","282","1.02","0.0","0.0","0.0","0.0","0.0","35:29","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-03-10 08:48:05,false,"Washington DC Rock n Roll Half 2:10:29","13.47","1,027","02:10:36","160","183","--","172","198","9:42","4:36","642","610","0.96","0.0","0.0","0.0","0.0","0.0","2:10:36","0:00","0.0","0:00","No","00:00.00","14","0.0"
Running,2018-03-09 16:46:41,false,"Washington Running","1.68","99","00:15:02","131","148","--","176","186","8:57","0:43","103","101","1.02","0.0","0.0","0.0","0.0","0.0","15:02","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-03-03 11:35:58,false,"Washington Running","6.27","488","00:58:43","156","180","--","178","192","9:22","6:54","384","379","0.97","0.0","0.0","0.0","0.0","0.0","58:43","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-03-02 13:01:50,false,"Washington Running","3.41","218","00:30:03","143","165","--","180","190","8:48","6:56","238","231","1.01","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-02-28 11:21:19,false,"Washington Running","3.52","233","00:30:01","155","173","--","178","190","8:31","6:34","243","243","1.07","0.0","0.0","0.0","0.0","0.0","30:01","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-02-26 11:07:04,false,"Washington Running","4.95","333","00:45:07","154","183","--","176","192","9:07","3:54","331","325","1.01","0.0","0.0","0.0","0.0","0.0","45:07","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-02-17 07:41:55,false,"Washington Running","6.66","652","01:07:31","183","204","--","178","188","10:08","3:34","358","548","0.89","0.0","0.0","0.0","0.0","0.0","1:07:31","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-02-16 18:05:36,false,"Washington Running","4.23","377","00:40:03","176","204","--","174","190","9:28","3:54","316","314","0.98","0.0","0.0","0.0","0.0","0.0","40:03","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-02-14 12:37:54,false,"Alexandria Running","3.35","220","00:30:04","145","167","--","170","190","8:59","3:30","60","46","1.05","0.0","0.0","0.0","0.0","0.0","30:04","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-02-12 17:29:40,false,"Washington Running","1.71","109","00:16:11","137","147","--","176","192","9:29","3:27","175","79","0.97","0.0","0.0","0.0","0.0","0.0","16:11","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-02-09 16:46:23,false,"Washington Running","3.28","256","00:30:01","168","191","--","178","200","9:09","4:58","233","236","0.99","0.0","0.0","0.0","0.0","0.0","30:01","0:00","0.0","0:00","No","00:00.00","4","0.0"
Treadmill Running,2018-02-07 13:17:11,false,"Treadmill Running","3.50","262","00:32:05","150","178","--","176","186","9:10","8:45","--","--","0.90","0.0","0.0","0.0","0.0","0.0","32:05","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-02-05 18:35:14,false,"Washington Running","4.75","446","00:45:04","182","202","--","174","194","9:29","6:57","338","333","0.98","0.0","0.0","0.0","0.0","0.0","45:04","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-02-03 11:33:38,false,"Washington Running","13.15","1,095","02:14:05","161","189","--","176","200","10:12","6:11","757","754","0.89","0.0","0.0","0.0","0.0","0.0","2:14:05","0:00","0.0","0:00","No","00:00.00","14","0.0"
Running,2018-02-02 17:07:29,false,"Washington Running","4.34","330","00:40:02","160","178","--","178","194","9:13","7:01","306","310","0.98","0.0","0.0","0.0","0.0","0.0","40:02","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-01-31 13:22:37,false,"Alexandria Running","3.55","217","00:33:06","139","153","--","178","192","9:19","7:28","56","44","0.96","0.0","0.0","0.0","0.0","0.0","33:06","0:00","0.0","0:00","No","00:00.00","5","0.0"
Treadmill Running,2018-01-29 12:10:52,false,"Treadmill Running","3.12","195","00:30:11","137","164","--","178","192","9:40","8:01","--","--","0.94","0.0","0.0","0.0","0.0","0.0","30:11","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-01-27 07:35:15,false,"Washington Running","12.01","1,038","02:04:08","168","195","--","174","188","10:20","1:27","739","738","0.89","0.0","0.0","0.0","0.0","0.0","2:04:08","0:00","0.0","0:00","No","00:00.00","13","0.0"
Running,2018-01-25 19:26:12,false,"Washington Running","4.61","364","00:48:03","154","182","--","176","196","10:25","4:47","96","73","0.88","0.0","0.0","0.0","0.0","0.0","48:03","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-01-24 18:27:39,false,"Washington Running","4.53","336","00:42:48","160","182","--","178","200","9:26","4:15","320","308","0.95","0.0","0.0","0.0","0.0","0.0","42:48","0:00","0.0","0:00","No","00:00.00","9","0.0"
Running,2018-01-22 18:32:12,false,"Washington Running","5.13","414","00:50:04","165","179","--","174","186","9:46","6:30","340","341","0.94","0.0","0.0","0.0","0.0","0.0","50:04","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-01-19 17:20:19,false,"Washington Running","3.12","247","00:31:58","155","168","--","182","194","10:15","4:51","136","133","0.86","0.0","0.0","0.0","0.0","0.0","31:58","0:00","0.0","0:00","No","00:00.00","4","0.0"
Treadmill Running,2018-01-18 05:15:04,false,"Treadmill Running","4.50","335","00:41:02","165","190","--","174","188","9:07","8:23","--","--","0.94","0.0","0.0","0.0","0.0","0.0","41:02","0:00","0.0","0:00","No","00:00.00","9","0.0"
Running,2018-01-15 13:30:18,false,"Washington Running","4.76","337","00:45:01","153","182","--","176","242","9:27","5:19","319","319","0.97","0.0","0.0","0.0","0.0","0.0","45:01","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-01-14 09:00:53,false,"Washington Running","3.25","239","00:30:04","161","177","--","180","192","9:15","6:08","168","166","0.97","0.0","0.0","0.0","0.0","0.0","30:04","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-01-13 15:37:29,false,"Washington Running","6.27","480","01:00:08","161","179","--","174","194","9:36","6:05","379","373","0.97","0.0","0.0","0.0","0.0","0.0","1:00:08","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-01-12 18:48:24,false,"Washington Running","3.15","238","00:30:46","158","179","--","174","244","9:46","8:01","158","157","0.95","0.0","0.0","0.0","0.0","0.0","30:46","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-01-03 16:45:15,false,"Alexandria Running","7.09","685","01:18:08","168","183","--","172","186","11:01","8:22","176","130","0.85","0.0","0.0","0.0","0.0","0.0","1:18:08","0:00","0.0","0:00","No","00:00.00","8","0.0"
Running,2018-01-02 12:46:23,false,"Alexandria Running","3.25","243","00:30:34","152","167","--","178","198","9:24","5:53","38","35","0.96","0.0","0.0","0.0","0.0","0.0","30:34","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2017-12-23 09:23:19,false,"Washington Running","9.00","685","01:32:14","149","183","--","182","240","10:14","7:22","807","800","0.86","0.0","0.0","0.0","0.0","0.0","1:32:14","0:00","0.0","0:00","No","00:00.00","10","0.0"
Running,2017-12-21 13:44:13,false,"Alexandria Running","3.14","197","00:30:04","136","150","--","180","190","9:35","8:21","48","41","0.93","0.0","0.0","0.0","0.0","0.0","30:04","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2017-12-20 13:25:53,false,"Alexandria Running","3.46","260","00:32:11","162","190","--","182","196","9:17","7:24","53","55","0.94","0.0","0.0","0.0","0.0","0.0","32:11","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2017-12-18 17:45:43,false,"Washington Running","4.57","387","00:45:07","166","189","--","178","190","9:52","6:41","313","312","0.92","0.0","0.0","0.0","0.0","0.0","45:07","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2017-12-16 13:54:51,false,"Washington Running","8.02","652","01:19:57","159","182","--","176","194","9:58","7:17","758","761","0.92","0.0","0.0","0.0","0.0","0.0","1:19:57","0:00","0.0","0:00","No","00:00.00","9","0.0"
Running,2017-12-15 12:13:25,false,"Alexandria Running","3.12","130","00:30:38","111","154","--","174","194","9:48","7:04","37","45","0.94","0.0","0.0","0.0","0.0","0.0","30:38","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2017-12-08 17:49:37,false,"Washington Running","3.12","254","00:30:32","159","171","--","186","194","9:47","7:18","124","123","0.89","0.0","0.0","0.0","0.0","0.0","30:32","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2017-12-06 12:08:33,false,"Washington Running","5.19","343","00:50:07","141","154","--","182","192","9:40","7:45","322","323","0.91","0.0","0.0","0.0","0.0","0.0","50:07","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2017-12-04 16:52:15,false,"Washington Running","4.70","360","00:45:34","155","183","--","180","200","9:41","6:11","330","325","0.92","0.0","0.0","0.0","0.0","0.0","45:34","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2017-12-02 11:59:40,false,"Washington Running","6.02","512","00:58:49","164","186","--","182","196","9:46","7:22","381","380","0.91","0.0","0.0","0.0","0.0","0.0","58:49","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2017-11-27 08:47:51,false,"Orlando Running","4.66","348","00:45:04","149","172","--","180","196","9:40","6:56","23","26","0.92","0.0","0.0","0.0","0.0","0.0","45:04","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2017-11-24 12:08:31,false,"Orlando Running","5.02","389","00:48:07","153","187","--","182","192","9:35","8:22","26","26","0.92","0.0","0.0","0.0","0.0","0.0","48:07","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2017-11-23 10:38:09,false,"Washington Running","2.11","136","00:20:12","134","147","--","184","244","9:34","2:50","114","111","0.91","0.0","0.0","0.0","0.0","0.0","20:12","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2017-11-20 17:28:13,false,"Washington Running","4.27","329","00:40:06","155","169","--","184","200","9:23","7:23","277","273","0.93","0.0","0.0","0.0","0.0","0.0","40:06","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2017-11-18 09:40:49,false,"Washington Running","4.00","280","00:38:21","144","162","--","184","238","9:35","5:43","263","263","0.91","0.0","0.0","0.0","0.0","0.0","38:21","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2017-11-11 07:52:40,false,"Richmond Marathon - 5:21:34","26.32","2,492","05:10:59","162","197","--","168","234","11:49","5:00","890","1,005","0.81","0.0","0.0","0.0","0.0","0.0","5:10:59","0:00","0.0","0:00","No","00:00.00","27","0.0"
Running,2017-11-10 08:06:49,false,"Washington Running","2.01","127","00:18:18","135","148","--","184","196","9:07","3:21","109","105","0.96","0.0","0.0","0.0","0.0","0.0","18:18","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2017-11-03 12:46:49,false,"Alexandria Running","3.12","246","00:30:03","156","185","--","180","190","9:38","8:32","45","44","0.92","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-11-02 18:28:15,false,"Washington Running","4.69","314","00:42:07","146","164","--","184","236","8:58","6:15","317","324","0.97","0.0","0.0","0.0","0.0","0.0","42:07","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-30 18:46:40,false,"Washington Running","4.74","358","00:45:10","154","190","--","184","198","9:32","6:21","324","320","0.92","0.0","0.0","0.0","0.0","0.0","45:10","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-28 13:28:47,false,"Washington Running","10.27","714","01:40:25","153","182","--","184","200","9:47","6:21","935","923","0.89","0.0","0.0","0.0","0.0","0.0","1:40:25","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-27 12:00:07,false,"Alexandria Running","4.01","262","00:37:13","141","172","--","182","196","9:17","6:58","79","71","0.95","0.0","0.0","0.0","0.0","0.0","37:13","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-25 18:41:20,false,"Washington Running","4.60","351","00:42:10","162","185","--","184","200","9:10","5:16","319","318","0.95","0.0","0.0","0.0","0.0","0.0","42:10","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-23 18:08:44,false,"Washington Running","4.62","376","00:45:03","159","200","--","180","244","9:45","6:34","316","315","0.92","0.0","0.0","0.0","0.0","0.0","45:03","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-21 08:02:40,false,"Washington Running","20.01","1,371","03:29:53","152","183","--","176","194","10:29","4:07","352","352","0.87","0.0","0.0","0.0","0.0","0.0","3:29:53","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-20 12:30:52,false,"Alexandria Running","4.20","309","00:40:06","148","179","--","178","190","9:33","7:43","82","84","0.95","0.0","0.0","0.0","0.0","0.0","40:06","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-18 19:06:26,false,"Washington Running","5.10","453","00:46:05","173","194","--","176","192","9:02","6:53","332","330","1.01","0.0","0.0","0.0","0.0","0.0","46:05","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-16 17:33:41,false,"Washington Running","5.52","339","00:50:02","138","152","--","178","200","9:04","5:11","337","336","1.00","0.0","0.0","0.0","0.0","0.0","50:02","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-14 10:27:57,false,"Washington Running","10.03","639","01:35:05","146","180","--","180","240","9:28","1:07","944","904","0.94","0.0","0.0","0.0","0.0","0.0","1:35:05","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-13 12:09:00,false,"Alexandria Running","3.33","243","00:30:04","158","175","--","180","190","9:02","7:37","24","27","0.99","0.0","0.0","0.0","0.0","0.0","30:04","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-12 18:53:34,false,"Washington Running","5.01","379","00:46:15","159","186","--","176","214","9:14","6:52","314","315","0.99","0.0","0.0","0.0","0.0","0.0","46:15","0:00","0.0","0:00","No","00:00.00","--","0.0"
